title,genre,cast,director,story_tags,mood_tag,goal_tag,poster_url
Teeth,Comedy | Horror,Jess Weixler | John Hensley | Josh Pais | Hale Appleman | Lenny Von Dohlen,Mitchell Lichtenstein,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",neutral,general,
Six-String Samurai,Action | Adventure | Science Fiction,Jeffrey Falcon | Justin McGuire | Kim De Angelo | Stephane Gauger | Clifford Hugo,Lance Mungia,"In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",sad,general,
Hum To Mohabbat Karega,,,,"Raju, a waiter, is in love with the famous TV reporter Greeta Kapoor. After a man is murdered, Kapoor shows up at Raju's door to ask him some questions - it turns out that Raju served the dead man his last supper, and the authorities hope that he might be able to help them. Raju lies and says that he was an eye witness, in order to spend more time with Kapoor. He gives the police a false description of the killer, but it matches his best friend Kutti, so soon Kutti is wanted by the police, and the Mafia, who is responsible for the killing, is after Raju.",happy,relationships,
It's All Gone Pete Tong,Drama | Comedy | Music,Paul Kaye | Kate Magowan | Neil Maskell | Beatriz Batarda | Pete Tong,Michael Dowse,"Its All Gone Pete Tong is a comedy following the tragic life of legendary Frankie Wilde. The story takes us through Frankie's life from one of the best DJ's alive, through subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",happy,general,
Saint John of Las Vegas,Comedy,Steve Buscemi | Romany Malco | Tim Blake Nelson | Sarah Silverman | John Cho,Hue Rhodes,An ex-gambler is lured back into the game by a veteran insurance-fraud investigator.,neutral,general,http://www.saintjohnmovie.com/
24 7: Twenty Four Seven,Comedy | Drama | Romance,Bob Hoskins | Danny Nussbaum | Bruce Jones | Annette Badland | Frank Harper,Shane Meadows,"In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience, starts trying to get the young people off the street and into doing something they can believe in: Boxing. Darcy opens a boxing club, aiming to bring the rival gangs together.",neutral,general,
Stonewall,Drama,Jeremy Irvine | Jonny Beauchamp | Jonathan Rhys Meyers | Ron Perlman | Caleb Landry Jones,Roland Emmerich,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",neutral,general,https://twitter.com/Stonewall_Movie
Roadside Romeo,Animation | Family | Foreign,Saif Ali Khan | Kareena Kapoor | Javed Jaffrey | Tanaaz Currim Irani | Vrajesh Hirjee,,"This is the story of Romeo. A dude who was living the life. He had the works - the mansion to live in, the chicks to party with and the cars to be driven around in. Until one day, the family he was the favourite pet of, decided to move and left him back, abandoned on the mean streets of Mumbai. Romeo is now faced with situations he has never been in before. He encounters four strays, who scare the daylights out of him. But soon, he smooth talks his way into their hearts and he makes friends. Then, Romeo finds love! He encounters the beautiful, ravishing Laila, the most beautiful girl he has ever seen - and he loses his heart to her at first sight. Finally, he encounters a villain! The dreaded Don of the area - Charlie Anna. The Don who everyone is scared of. So hop on to the adventure as Romeo, wins friendship, love and a new life - in spite of Charlie Anna and his gang!",happy,relationships,http://www.roadsideromeo.com/
This Thing of Ours,Drama | Action | Thriller,James Caan | James Caan | Frank Vincent | Vincent Pastore | Louis Vanaria,Danny Provenzano,"Using the Internet and global satellites, a group of gangsters pull off the biggest bank heist in the Mafia's history.",neutral,general,
The Lost Medallion: The Adventures of Billy Stone,Adventure | Family,William Brent | Sammi Hanratty | James Hong | Alex Kendrick | Mark Dacascos,Bill Muir,A man who stops into a foster home to drop off some donations soon tells the kids a story about two teenage friends who uncover a long-lost medallion that transports them back in time.,neutral,general,http://www.thelostmedallion.com/
The Last Five Years,Comedy | Drama | Music | Romance,Anna Kendrick | Jeremy Jordan | Natalie Knepp | Bettina Bresnan | Marceline Hugot,Richard LaGravenese,"In New York, a struggling actress and a successful writer sing about their failed marriage from two perspectives.",neutral,self growth,
The Missing Person,Comedy | Drama | Mystery | Thriller,Michael Shannon | Amy Ryan | Frank Wood | Linda Emond | John Ventimiglia,Noah Buschel,"Private detective John Rosow is hired to tail a man on a train from Chicago to Los Angeles. Rosow gradually uncovers the man's identity as a missing person; one of the thousands presumed dead after the 9/11 terrorist attacks on the World Trade Center. Persuaded by a large reward, Rosow is charged with bringing the missing person back to his wife in New York City.",sad,general,
Return of the Living Dead 3,Comedy | Science Fiction | Romance | Horror,Melinda Clarke | J. Trevor Edmond | Kent McCord | Sarah Douglas | James T. Callahan,Brian Yuzna,"Colonel Reynolds and his group of government scientists continue their work on re-animating the dead for military use. His son Curt uses a stolen security pass to sneak in with his thrill-seeking girlfriend Julie, with shocking, deadly results!",neutral,general,
London,Drama | Action | Romance,Chris Evans | Jessica Biel | Joy Bryant | Jason Statham | Kelli Garner,Hunter Richards,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,excited,entertainment,
Sherrybaby,Drama,Maggie Gyllenhaal | Michelle Hurst | Sandra Rodríguez | Danny Trejo | Brad William Henke,Laurie Collyer,"After serving time in prison, former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family, especially her sister-in-law, doubt Sherry's ability to be a good mother, and Sherry finds her resolve to stay clean slowly weakening.",neutral,relationships,
Circle,Horror | Science Fiction,Julie Benz | Carter Jenkins | Cesar Garcia | Mercy Malick | Lisa Pelikan,Aaron Hann,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,sad,general,
Eden Lake,Horror | Thriller,Kelly Reilly | Michael Fassbender | Tara Ellis | Jack O'Connell | Finn Atkins,James Watkins,"Eden Lake is a relentlessly tense and immaculately paced horror-thriller about modern youth gone wild. When a young couple goes to a remote wooded lake for a romantic getaway, their quiet weekend is shattered by an aggressive group of local kids. Rowdiness quickly turns to rage as the teens terrorize the couple in unimaginable ways, and a weekend outing becomes a bloody battle for survival.",excited,general,
Plush,Thriller,Emily Browning | Xavier Samuel | Cam Gigandet | Dawn Olivieri | Frances Fisher,Catherine Hardwicke,"A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.",sad,general,http://plushthemovie.com/
Lesbian Vampire Killers,Horror | Comedy,James Corden | Mathew Horne | Paul McGann | MyAnna Buring | Vera Filatova,Phil Claydon,"With their women having been enslaved by a pack of lesbian vampires, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice.",neutral,general,http://www.lesbianvampirekillersmovie.com/
Gangster's Paradise: Jerusalema,Drama | Action | Crime | Foreign,Daniel Buckland | Robert Hobbs | Rapulana Seiphemo | Jeffrey Zekele | Ronnie Nyakale,Ralph Ziman,"This South African movie tracks the rise of a once-petty criminal to the heights of the criminal underworld. After cutting his teeth on hijacking, before moving onto bigger game, an ambitious man hits a setback when most of his gang are shot.",neutral,general,
Freeze Frame,Thriller | Drama | Crime,Lee Evans | Sean McGinley | Ian McNeice | Colin Salmon,John Simpson,"Sean Veil is an ultra paranoid murder suspect who takes to filming himself round the clock to provide an alibi, just in case he's ever accused of another crime. Problems arise however when the police do come calling and the one tape that can prove his innocence has mysteriously disappeared.",sad,general,
Grave Encounters,Thriller | Horror,Sean Rogerson | Juan Riedinger | Ashleigh Gryzko | Mackenzie Gray | Arthur Corber,Colin Minihan,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,neutral,general,http://www.grave-encounters.tv/
Stitches,Horror,Ross Noble | Tommy Knight | Gemma-Leah Devereux | John McDonnell,Conor McMahon,"The clumsy and unfunny clown Richard ""Stitches"" Grindle entertains at the 10th birthday party of little Tom, but the boy and his friends play a prank with Stitches, tying his shoelaces. Stitches slips, falls and dies. Six years later, Tom gives a birthday party for his friends at home, but Stitches revives to haunt the teenagers and revenge his death.",happy,general,
Nine Dead,Crime | Drama | Horror | Thriller,Melissa Joan Hart | John Terry | Chip Bent | Lawrence Turner | Edrick Browne,Chris Shadley,Communication is the key to the survival for nine strangers who have been kidnapped by a masked gunman and told that one of them will die every ten minutes until they discover how they are all connected. Who of the nine lives and who dies?,neutral,general,http://www.ninedead.com/
"To Be Frank, Sinatra at 100",Documentary,Tony Oppedisano,Simon Napier-Bell,,neutral,general,
Bananas,Comedy,Woody Allen | Louise Lasser | Carlos Montalbán | Nati Abascal | Jacobo Morales,Woody Allen,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",neutral,general,
Supercapitalist,Thriller,Linus Roache | Derek Ting | Richard Ng | Michael Park | Kathy Uyen,Simon Yin,A maverick New York hedge fund trader with uncanny analytic abilities moves to Hong Kong and orchestrates a mega-deal that swiftly escalates beyond his control.,happy,general,http://supercapitalist.net/
Rockaway,Action | Adventure | Drama,Nicholas Gonzalez | Mario Cimarro | Oleg Taktarov | Vitali Baganov | Ricardo Chavira,Jeff Crook,"Trane is a decorated war hero just shipped home to the States from Afghanistan after the brutal murder of his wife and child back in Rockaway, Queens. Upon his return, Trane encounters his old friend Dave, who describes the new forces of crime and prostitution that have moved into their neighborhood and caused the destruction of his family.",sad,relationships,
The Lady from Shanghai,Crime | Drama | Mystery,Rita Hayworth | Orson Welles | Everett Sloane | Glenn Anders | Ted de Corsia,Orson Welles,A romantic drifter gets caught between a corrupt tycoon and his voluptuous wife.,neutral,general,
No Man's Land: The Rise of Reeker,Horror | Thriller,Stephen Martines | Valerie Cruz | Mircea Monroe | Desmond Askew | Michael Robert Brandon,Dave Payne,"A sheriff and his son who are tracking down a group of bank robbers on their way to Mexico, only to discover that they are being stalked by a far more deadly enemy — The Reeker.",neutral,general,
Highway,Action | Adventure | Drama,Jake Gyllenhaal | Selma Blair | Jared Leto | John C. McGinley | Jeremy Piven,James Cox,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",neutral,relationships,
Small Apartments,Comedy | Crime,Matt Lucas | Juno Temple | James Caan | Dolph Lundgren | Billy Crystal,Jonas Åkerlund,"When a clumsy deadbeat accidentally kills his landlord, he must do everything in his power to hide the body, only to find that the distractions of lust, the death of his beloved brother, and a crew of misfit characters force him on a journey where a fortune awaits him.",happy,relationships,
Coffee Town,Comedy,Glenn Howerton | Steve Little | Ben Schwartz | Adrianne Palicki | Josh Groban,Brad Copeland,Three thirty-something friends band together when their carefree existence is threatened.,neutral,general,http://coffeetown.com/
The Ghastly Love of Johnny X,Comedy | Fantasy | Music,Will Keenan | Creed Bratton | De Anna Joy Brooks | Reggie Bannister | Jed Rowen,Paul Bunnell,"A truly mad concoction, blending 1950s juvenile delinquents, sci-fi melodrama, song-and-dance, and a touch of horror, everything in just the right combination to create an engaging big screen spectacle! This curious and curiously entertaining story involves one Jonathan Xavier and his devoted misfit gang who, incidentally, have been exiled to Earth from the far reaches of outer space. Johnny's former girlfriend Bliss has left him and stolen his Resurrection Suit, a cosmic, mind-bending uniform that gives the owner power over others. Along the way, there will be several highly stylized musical numbers, lots of genuinely humorous dialogue, and a wacky plot-twist or two, all beautifully captured on the very last of Kodak's black-and-white Plus-X film stock.",neutral,general,http://johnnyxmovie.com/
All Is Bright,Comedy | Drama,Paul Rudd | Paul Giamatti | Sally Hawkins | Peter Hermann | Michael Drayer,Phil Morrison,"Two French Canadian ne’er-do-wells travel to New York City with a scheme to a get rich quick selling Christmas trees. Easygoing charmer Rene (Paul Rudd) clashes with misanthropic ex-con Dennis (Paul Giamatti), whose wife Rene just stole. Still, this odd couple must make an honest go of it in this fresh buddy comedy co-starring Sally Hawkins, by the director of the indie breakout hit Junebug.",happy,general,
The Torture Chamber of Dr. Sadism,Mystery | Horror | History,Lex Barker | Christopher Lee | Karin Dor | Carl Lange | Christiane Rücker,Harald Reinl,"In the Olden Tymes, Count Regula is drawn and quartered for killing twelve virgins in his dungeon torture chamber. Thirty-five years later, he comes back to seek revenge on the daughter of his intended thirteenth victim and the son of his prosecutor in order to attain immortal life.",sad,general,
Straight A's,Comedy | Drama,Anna Paquin | Ryan Phillippe | Luke Wilson | Powers Boothe | Riley Thomas Stewart,James Cox,"Pressured by his deceased mother's ghost to return home to the family he abandoned, a former addict grabs a bag of pills and a sack of marijuana and hits the road to Shreveport.",neutral,relationships,
A Funny Thing Happened on the Way to the Forum,Comedy | Music,Zero Mostel | Phil Silvers | Buster Keaton | Michael Crawford | Jack Gilford,Richard Lester,A wily slave must unite a virgin courtesan and his young smitten master to earn his freedom.,neutral,general,
Slacker Uprising,Documentary,Michael Moore | Eddie Vedder | Robert Ellis Orrall | Steve Earle | Celeste Zappala,Michael Moore,"Slacker Uprising is a movie of Michael Moore's tour of colleges in swing states during the 2004 election, with a goal to encourage 18–29 year olds to vote, and the response it received. The film is a re-edited version of Captain Mike Across America, which played at the Toronto International Film Festival in 2007. It is one of the first feature length films made by a known director to be released as a free and legal download online. The free download is only available to those residing in the United States and Canada. The film was also made available free for online viewing and download on the Lycos Cinema platform as well as iTunes and blip.tv. It had a one-night-only run at the Michigan Theater, where Michael Moore spoke briefly. The film is available in DVD format. Slacker Uprising features live performances or appearances by Eddie Vedder, Roseanne Barr, Joan Baez, Tom Morello, R.E.M., Steve Earle, and Viggo Mortensen. The original score is by Anti-Flag.",neutral,self growth,
The Legend of Hell's Gate: An American Conspiracy,Action | Adventure | History | Western,Eric Balfour | Lou Taylor Pucci | Henry Thomas | James Lafferty | Summer Glau,Tanner Beard,"In 1870s Texas, a ruthless bounty hunter and an Irish desperado flee the law with a young criminal claiming to possess a treasure more valuable than gold. Crossing paths with some of the West’s most notorious figures, the three outlaws fight for their lives in the pursuit of fame and fortune. Fueled by an ensemble cast and inspired by actual events, THE LEGEND OF HELL’S GATE blends legend and history into a Western spectacle that recounts a treacherous existence in post Civil War Texas.",sad,self growth,
The Walking Deceased,Science Fiction | Comedy,Tim Ogletree | Troy Ogletree | Dave Sheridan | Joey Oglesby | Sophia Taylor Ali,Scott Dow,"THE WALKING DECEASED is the Scary Movie of the zombie genre, ripping on the biggest and best of zombie pop-culture, arguably the most crazed genre in the world. The story follows a group of survivors from all walks of the apocalypse – an idiotic Sheriff with definite coma-induced brain damage, his hardass son and a hobo with only a crossbow to stave off the walking dead, four squabbling friends forced to survive this zombieland together, and a lonely zombie who just needs love to fully regain his warm body – who leave their once-safe mall hideout in search of the rumored Safe Haven Ranch, a refuge untouched by the zombie virus that has ravaged humanity. But despite the comforting name, they discover that this sanctuary may not be as welcoming as advertised.",happy,relationships,
The Curse of Downers Grove,Thriller | Mystery | Horror | Drama,Bella Heathcote | Lucas Till | Helen Slater | Penelope Mitchell | Mark L. Young,Derick Martini,"The town of Downers Grove looks like your average suburban neighborhood -- but Downers Grove has a disturbing secret.... For the past eight years, one senior from every high school graduating class has met a bizarre death right before graduation day. And this year, Chrissie Swanson has a terrible feeling that she is going to be the one to die. Can Chrissie survive the curse of Downers Grove or will she, like those seniors before her, fall prey to the town's deadly secret?",sad,general,
Shark Lake,Thriller,Dolph Lundgren | James Chalke | Sara Malakul Lane | Michael Aaron Milligan | Ibrahim Renno Jr.,Jerry Dugan,"Meredith Hendricks happens to be the best cop in her quiet town on Lake Tahoe. When a black-market exotic species dealer named Clint is paroled from prison, something he let loose begins to make its presence known. Swimmers and land-lovers alike begin to become part of the food chain at an unbelievable rate. Meredith and her team discover that they're not just hunting one eating machine, but a whole family of them. Not everyone will make it out alive, but those who do will never forget this summer at Shark Lake.",happy,relationships,http://www.screenmedia.net/project/shark-lake/
River's Edge,Crime | Drama,Crispin Glover | Keanu Reeves | Ione Skye | Daniel Roebuck | Dennis Hopper,Tim Hunter,"A group of high school friends discover that they are in the presence of a killer. One of them, Samson, has murdered his girlfriend Jamie. He brags to his friends about killing her, and when they discover he is telling the truth, their reactions vary.",excited,general,
Northfork,Fantasy | Drama | Science Fiction,James Woods | Nick Nolte | Claire Forlani | Daryl Hannah | Douglas Sebern,Michael Polish,"""We are all angels. It is what we do with our wings that separates us."" In the next two days, the town of Northfork will cease to exist. The year is 1955 and Northfork is literally about to be ""dammed,"" flooded to make way for a new hydroelectric project.",neutral,general,
The Marine 4: Moving Target,Thriller | Action,Mike Mizanin | Melissa Roxburgh | Josh Blacker | Matthew MacCaull | Paul McGillion,William Kaufman,"WWE Superstar Mike ""The Miz"" Mizanin returns as Jake Carter where he is assigned to protect a whistleblower who wishes to expose a corrupt military defence contractor. However, the military hires a heavily armed team of mercenaries to kill her and it's up to Carter to stop them at any cost.",neutral,general,
Buried,Drama | Thriller | Mystery,Ryan Reynolds | José Luis García Pérez | Robert Paterson | Stephen Tobolowsky | Samantha Mathis,Rodrigo Cortés,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,sad,entertainment,http://www.experienceburied.com/index.html
Submarine,Drama | Comedy | Romance,Craig Roberts | Sally Hawkins | Paddy Considine | Noah Taylor | Gemma Chan,Richard Ayoade,"15-year-old deep-thinking Welsh schoolboy, Oliver Tate (Craig Roberts) struggles to initiate and maintain a relationship with Jordana (Yasmin Paige), his devilish, dark-haired classmate at their Swansea high school.  As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",sad,relationships,http://warpfilms.com/feature/submarine/
The Square,Documentary | Drama | History,Khalid Abdalla | Dina Abdullah | Dina Amer | Magdy Ashour | Ramy Essam,Jehane Noujaim,"The Square, a new film by Jehane Noujaim (Control Room; Rafea: Solar Mama), looks at the hard realities faced day-to-day by people working to build Egypt’s new democracy. Catapulting us into the action spread across 2011 and 2012, the film provides a kaleidoscopic, visceral experience of the struggle. Cairo’s Tahrir Square is the heart and soul of the film, which follows several young activists. Armed with values, determination, music, humor, an abundance of social media, and sheer obstinacy, they know that the thorny path to democracy only began with Hosni Mubarek’s fall. The life-and-death struggle between the people and the power of the state is still playing out.",sad,general,http://www.thesquarefilm.com/
One to Another,Drama,Lizzie Brocheré | Arthur Dupont | Guillaume Baché | Pierre Perrier | Nicolas Nollet,Jean-Marc Barr,"A story about bunch of people who live in a town in provincial France. At the center of it all is Pierre, a conceited and vain bisexual musician in his late teens who acts as a magnet, to varying degrees, for a whole array of characters - from his sister Lucie, with whom he has a heated incestuous relationship, to a city councilor with whom he participates in gay orgies. When Pierre turns up dead, Lucie investigates the reasons for his demise and charts the network of sadomasochistic relationships that crisscross the town.",sad,relationships,
ABCD (Any Body Can Dance),Drama | Music,Prabhu Deva | Ganesh Acharya | Kay Kay Menon | Lauren Gottlieb | Salman Yusuff Khan,Remo D'Souza,"When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.",neutral,general,
Man on Wire,Thriller | Documentary | Crime | History,Philippe Petit | Jean François Heckel | Jean-Louis Blondeau | Annie Allix | David Forman,James Marsh,"On August 7th 1974, French tightrope walker Philippe Petit stepped out on a high wire, illegally rigged between New York's World Trade Center twin towers, then the world's tallest buildings. After nearly an hour of performing on the wire, 1,350 feet above the sidewalks of Manhattan, he was arrested. This fun and spellbinding documentary chronicles Philippe Petit's ""highest"" achievement.",happy,general,http://www.manonwire.com/
Abandoned,Drama | Thriller,Dominic Purcell | Peter Feeney | Owen Black | Siobhan Marshall | Serena Cotton,John Laing,When their yacht capsizes during a storm; four men face almost certain death.,sad,general,
Brotherly Love,Drama,Keke Palmer | Cory Hardrict | Eric D. Hill Jr. | Quincy Brown | Nafessa Williams,Jamal Hill,West Philadelphia basketball star Sergio Taylor deals with the pressures of fame while his brother and sister have their own issues with ambition.,neutral,general,
The Last Exorcism,Horror | Drama | Thriller,Ashley Bell | Patrick Fabian | Iris Bahr | Louis Herthum | Caleb Landry Jones,Daniel Stamm,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",neutral,relationships,http://thelastexorcism.com/
Nowhere Boy,Drama,Aaron Taylor-Johnson | Anne-Marie Duff | Kristin Scott Thomas | David Threlfall | David Morrissey,Sam Taylor-Johnson,The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,neutral,self growth,http://www.nowhereboy.co.uk/
A Streetcar Named Desire,Drama,Vivien Leigh | Marlon Brando | Kim Hunter | Karl Malden | Rudy Bond,Elia Kazan,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,neutral,general,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama | Comedy | War,Peter Sellers | George C. Scott | Sterling Hayden | Keenan Wynn | Slim Pickens,Stanley Kubrick,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",sad,general,
The Crime of Padre Amaro,Drama | Romance,Gael García Bernal | Ana Claudia Talancón | Sancho Gracia | Angélica Aragón | Ernesto Gómez Cruz,Carlos Carrera,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,neutral,general,http://padreamaro.ad2.com/site/home_eng.htm
Beasts of the Southern Wild,Drama | Fantasy,Quvenzhané Wallis | Dwight Henry | Levy Easterly | Gina Montana | Lowell Landes,Benh Zeitlin,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack – temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",happy,relationships,http://www.welcometothebathtub.com
Battle for the Planet of the Apes,Action | Science Fiction,Roddy McDowall | Natalie Trundy | Austin Stoker | Severn Darden | Claude Akins,J. Lee Thompson,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",sad,general,
Songcatcher,Drama | Music,Janet McTeer | Michael Davis | Michael Goodwin | Gregory Russell Cook | Jane Adams,Maggie Greenwald,"After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in Appalachia. There she stumbles upon the discovery of her life - a treasure trove of ancient Scots-Irish ballads, songs that have been handed down from generation to generation, preserved intact by the seclusion of the mountains. With the goal of securing her promotion, Lily ventures into the most isolated areas of the mountains to collect the songs and finds herself increasingly enchanted.",neutral,self growth,
Higher Ground,Drama | Thriller,Vera Farmiga | Donna Murphy | Dagmara Domińczyk | John Hawkes | Joshua Leonard,Vera Farmiga,A chronicle of one woman's lifelong struggle with her faith.,neutral,general,http://www.sonyclassics.com/higherground/
Vaalu,Comedy | Romance,Silambarasan | Hansika Motwani | Santhanam | VTV Ganesh | Brahmanandam,Vijay Chandar,"Sharp (Simbu), a happy-go-lucky guy, loves Priya (Hansika), a college student, but later learns that she is enagaged to Anbu ( Aditya), a businessman-gangster. Priya wants them to remain friends and Sharp agrees, all the while scheming to make her fall in love with him.",happy,relationships,
The Greatest Movie Ever Sold,Comedy | Documentary,Morgan Spurlock | Peter Berg | Paul Brennan | Ralph Nader | Brett Ratner,Morgan Spurlock,"A documentary about branding, advertising and product placement that is financed and made possible by brands, advertising and product placement.",neutral,general,http://www.thegreatestmovieeversold.com/
Ed and His Dead Mother,Comedy,Eric Christmas | Harper Roisman | Steve Buscemi | Sam Jenkins | Ned Beatty,Jonathan Wacks,"A mourning son makes a deal to reanimate his one year dead mother, however things turn into an unexpected direction.",neutral,general,
Travellers and Magicians,Adventure | Drama | Foreign,Tshewang Dendup | Sonam Lhamo | Lhakpa Dorji | Deki Yangzom | Sonam Kinga,Khyentse Norbu,"A young government official, named Dondup, who is smitten with America (he even has a denim gho) dreams of escaping there while stuck in a beautiful but isolated village. He hopes to connect in the U.S. with a visa out of the country. He misses the one bus out of town to Thimphu, however, and is forced to hitchhike and walk along the Lateral Road to the west, accompanied by an apple seller, a Buddhist monk with his ornate, dragon-headed dramyin, a drunk, a widowed rice paper maker, and his beautiful daughter, Sonam.",neutral,self growth,http://www.travellersandmagicians.com/
Hang 'em High,Western,Clint Eastwood | Inger Stevens | Ed Begley | Pat Hingle | Ben Johnson,Ted Post,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",sad,general,
Deadline - U.S.A.,Crime | Drama,Humphrey Bogart | Ethel Barrymore | Kim Hunter | Ed Begley | Warren Stevens,Richard Brooks,"With three days before his paper folds, a crusading editor tries to expose a vicious gangster.",sad,general,
Sublime,Horror | Thriller,Tom Cavanagh | Jeffrey Anderson-Gunter | Cas Anvar | Paget Brewster | Jordi Caballero,Tony Krantz,"Admitted to Mt. Abaddon Hospital for a routine procedure, George Grieves discovers that his condition is much more serious and complicated than originally expected; and as his own fears begin to manifest around him, he learns that Mt. Abaddon is not a place where people come to get better... it is a place where people come to die.",neutral,general,
A Beginner's Guide to Snuff,Thriller | Comedy | Horror,Joey Kern | Luke Edwards | Bree Williamson | Brad Greenquist | Perry Laylon Ojeda,Mitchell Altieri,"Two brothers, desperate to break into the world of television and film, decide to enter a horror movie contest. And what could be more horrifying than the elusive snuff film?",neutral,general,
Independence Daysaster,Action | Science Fiction,Casey Dubois | Iain Belcher | Andrea Brooks | Nicholas Carella | Emily Holmes,W.D. Hogan,"When Earth is attacked by a hostile alien force, a small town firefighter and a rogue SETI scientist team up to activate the only technology capable of defeating the invaders.",excited,general,
Dysfunctional Friends,Comedy | Romance,Stacey Dash | Reagan Gomez-Preston | Wesley Jonathan | Persia White | Jason Weaver,Corey Grant,"A group of college friends are reunited after the death of their very successful friend. The will dictates that each person will receive a large sum of money if they can all successfully stay in his mansion for a week. If one person leaves, everyone forfeits the money.",sad,self growth,
Run Lola Run,Action | Drama | Thriller,Franka Potente | Moritz Bleibtreu | Herbert Knaup | Nina Petri | Armin Rohde,Tom Tykwer,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",neutral,general,
May,Drama | Horror | Thriller | Romance,Angela Bettis | Jeremy Sisto | Anna Faris | James Duval | Nichole Hiltz,Lucky McKee,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",neutral,general,
